VegetationID,EpochID,Name,Physiognomy
432,2,Inter-Mountain Basins Juniper Savanna,Conifer
433,2,Columbia Plateau Steppe and Grassland,Grassland
434,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
435,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
436,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
437,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
438,2,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
439,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland
440,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
441,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
442,2,Columbia Basin Palouse Prairie,Grassland
443,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
444,2,Inter-Mountain Basins Greasewood Flat,Shrubland
445,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
446,2,Rocky Mountain Montane Riparian Systems,Riparian
447,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian
448,2,Northern Rocky Mountain Conifer Swamp,Conifer
449,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
450,2,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer
451,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
452,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse
453,2,Northwestern Great Plains Aspen Forest and Parkland,Hardwood
454,2,Rocky Mountain Aspen Forest and Woodland,Hardwood
456,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir,Conifer
457,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch,Conifer
458,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,Conifer
459,2,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
460,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
461,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves,Conifer
462,2,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
463,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer
464,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
465,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
466,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland
467,2,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland
468,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
469,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
470,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
471,2,Inter-Mountain Basins Juniper Savanna,Conifer
472,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
473,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
474,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
475,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
476,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
477,2,Rocky Mountain Alpine Fell-Field,Grassland
478,2,Rocky Mountain Alpine Turf,Grassland
479,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
480,2,Inter-Mountain Basins Greasewood Flat,Shrubland
481,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
482,2,Rocky Mountain Montane Riparian Systems,Riparian
483,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian
484,2,Northern Rocky Mountain Conifer Swamp,Conifer
485,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
486,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna,Conifer
487,2,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer
488,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
491,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer
492,2,Great Basin Pinyon-Juniper Woodland,Conifer
493,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer
494,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
495,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer
496,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer
497,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland
498,2,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
499,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
500,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
501,2,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland
502,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
503,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland
505,2,Sonoran Mid-Elevation Desert Scrub,Shrubland
506,2,Southern Colorado Plateau Sand Shrubland,Shrubland
508,2,Great Basin Semi-Desert Chaparral,Shrubland
510,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
512,2,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland
513,2,Inter-Mountain Basins Juniper Savanna,Conifer
516,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
517,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
518,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland
519,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
520,2,Inter-Mountain Basins Greasewood Flat,Shrubland
521,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
522,2,North American Warm Desert Riparian Systems,Riparian
523,2,North American Warm Desert Riparian Systems-Stringers,Riparian
525,2,North American Warm Desert Sparsely Vegetated Systems,Sparse
526,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer
527,2,Great Basin Pinyon-Juniper Woodland,Conifer
528,2,Madrean Encinal,Conifer
530,2,Madrean Pinyon-Juniper Woodland,Conifer
531,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer
532,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
533,2,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland
534,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland
535,2,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland
536,2,Sonoran Granite Outcrop Desert Scrub,Shrubland
537,2,Sonoran Mid-Elevation Desert Scrub,Shrubland
538,2,Mogollon Chaparral,Shrubland
539,2,Sonora-Mojave Semi-Desert Chaparral,Shrubland
540,2,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland
541,2,Inter-Mountain Basins Juniper Savanna,Conifer
542,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland
544,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland
545,2,North American Warm Desert Riparian Systems,Riparian
546,2,North American Warm Desert Riparian Systems-Stringers,Riparian
547,2,North Pacific Oak Woodland,Hardwood
548,2,California Coastal Redwood Forest,Conifer
549,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Conifer
550,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Conifer
551,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer
552,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer
553,2,Mediterranean California Mixed Oak Woodland,Hardwood
554,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer
555,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer
556,2,Mediterranean California Red Fir Forest,Conifer
557,2,Mediterranean California Subalpine Woodland,Conifer
558,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer
560,2,Northern California Mesic Subalpine Woodland,Conifer
561,2,California Maritime Chaparral,Shrubland
562,2,California Mesic Chaparral,Shrubland
563,2,California Montane Woodland and Chaparral,Shrubland
564,2,California Xeric Serpentine Chaparral,Shrubland
565,2,Northern and Central California Dry-Mesic Chaparral,Shrubland
566,2,California Coastal Live Oak Woodland and Savanna,Hardwood
567,2,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Hardwood
568,2,Northern California Coastal Scrub,Shrubland
569,2,California Mesic Serpentine Grassland,Grassland
570,2,California Northern Coastal Grassland,Grassland
571,2,Mediterranean California Subalpine Meadow,Grassland
572,2,North Pacific Montane Grassland,Grassland
573,2,California Montane Riparian Systems,Riparian
574,2,Pacific Coastal Marsh Systems,Riparian
575,2,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Conifer
576,2,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer
577,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
579,2,Rocky Mountain Aspen Forest and Woodland,Hardwood
580,2,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
581,2,Great Basin Pinyon-Juniper Woodland,Conifer
582,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer
583,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Conifer
584,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer
585,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer
586,2,Mediterranean California Mixed Oak Woodland,Hardwood
587,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer
588,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer
589,2,Mediterranean California Red Fir Forest-Cascades,Conifer
590,2,Mediterranean California Red Fir Forest-Southern Sierra,Conifer
591,2,Mediterranean California Subalpine Woodland,Conifer
592,2,Mediterranean California Mesic Serpentine Woodland and Chaparral,Shrubland
593,2,Mediterranean California Mixed Evergreen Forest-Interior,Conifer
594,2,Northern California Mesic Subalpine Woodland,Conifer
595,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
596,2,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Wet,Conifer
597,2,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland-Dry,Conifer
598,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer
599,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland
600,2,Mediterranean California Alpine Fell-Field,Shrubland
601,2,Sierra Nevada Alpine Dwarf-Shrubland,Shrubland
602,2,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
604,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
605,2,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland
606,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland
607,2,California Mesic Chaparral,Shrubland
608,2,California Montane Woodland and Chaparral,Shrubland
609,2,Great Basin Semi-Desert Chaparral,Shrubland
610,2,Northern and Central California Dry-Mesic Chaparral,Shrubland
611,2,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Hardwood
612,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
613,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
614,2,Mediterranean California Alpine Dry Tundra,Grassland
615,2,Mediterranean California Subalpine Meadow,Grassland
616,2,North Pacific Montane Grassland,Grassland
617,2,California Montane Riparian Systems,Riparian
618,2,Inter-Mountain Basins Greasewood Flat,Shrubland
619,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
620,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
621,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse
622,2,Rocky Mountain Aspen Forest and Woodland,Hardwood
623,2,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
624,2,Great Basin Pinyon-Juniper Woodland,Conifer
625,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer
626,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
627,2,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
628,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
629,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer
630,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,Conifer
631,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
632,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
633,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer
634,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland
635,2,Columbia Plateau Scabland Shrubland,Shrubland
636,2,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
637,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
638,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
639,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
640,2,Columbia Plateau Steppe and Grassland,Grassland
641,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
642,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
643,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
644,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
645,2,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
646,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland
647,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
648,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
649,2,Columbia Basin Palouse Prairie,Grassland
650,2,Rocky Mountain Alpine Fell-Field,Grassland
651,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
652,2,Inter-Mountain Basins Greasewood Flat,Shrubland
653,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
654,2,Rocky Mountain Montane Riparian Systems,Riparian
655,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian
656,2,Northern Rocky Mountain Conifer Swamp,Conifer
657,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
658,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
659,2,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer
660,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
661,2,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
662,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
663,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer
664,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer
665,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
666,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
667,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer
668,2,Columbia Plateau Scabland Shrubland,Shrubland
669,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
670,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
671,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
672,2,Columbia Plateau Steppe and Grassland,Grassland
673,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
674,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
675,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
676,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
677,2,Columbia Basin Foothill and Canyon Dry Grassland,Grassland
678,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland
679,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
680,2,Columbia Basin Palouse Prairie,Grassland
681,2,Inter-Mountain Basins Greasewood Flat,Shrubland
682,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
683,2,Rocky Mountain Montane Riparian Systems,Riparian
684,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian
685,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
686,2,Rocky Mountain Aspen Forest and Woodland,Hardwood
687,2,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
688,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
689,2,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
690,2,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
691,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
692,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
693,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
694,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
695,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland
696,2,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland
697,2,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland
698,2,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland
699,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
700,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
701,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
702,2,Inter-Mountain Basins Juniper Savanna,Conifer
703,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
704,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
705,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
706,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland
707,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland
708,2,Rocky Mountain Alpine Fell-Field,Grassland
709,2,Rocky Mountain Alpine Turf,Grassland
710,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
711,2,Inter-Mountain Basins Greasewood Flat,Shrubland
712,2,Rocky Mountain Montane Riparian Systems,Riparian
713,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian
714,2,Northern Rocky Mountain Conifer Swamp,Conifer
715,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer
716,2,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer
717,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
718,2,North Pacific Sparsely Vegetated Systems,Sparse
719,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse
720,2,North Pacific Oak Woodland,Hardwood
721,2,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Conifer
722,2,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,Conifer
723,2,North Pacific Hypermaritime Sitka Spruce Forest,Conifer
724,2,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer
725,2,North Pacific Maritime Mesic Subalpine Parkland,Conifer
726,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer
727,2,North Pacific Mountain Hemlock Forest-Wet,Conifer
728,2,North Pacific Mountain Hemlock Forest-Xeric,Conifer
729,2,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer
730,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer
731,2,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer
732,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,Conifer
733,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
734,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
735,2,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer
736,2,North Pacific Broadleaf Landslide Forest and Shrubland,Hardwood
737,2,Columbia Plateau Scabland Shrubland,Shrubland
738,2,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,Shrubland
739,2,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
740,2,North Pacific Avalanche Chute Shrubland,Shrubland
741,2,North Pacific Montane Shrubland,Shrubland
742,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
743,2,Willamette Valley Upland Prairie and Savanna,Hardwood
744,2,Columbia Plateau Steppe and Grassland,Grassland
745,2,Columbia Plateau Low Sagebrush Steppe,Shrubland
746,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
747,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
748,2,North Pacific Montane Grassland,Grassland
749,2,Inter-Mountain Basins Montane Riparian Systems,Riparian
750,2,North Pacific Lowland Riparian Forest and Shrubland,Riparian
751,2,North Pacific Swamp Systems,Riparian
752,2,North Pacific Montane Riparian Woodland and Shrubland-Wet,Riparian
753,2,North Pacific Montane Riparian Woodland and Shrubland-Dry,Riparian
754,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer
755,2,Rocky Mountain Poor-Site Lodgepole Pine Forest,Conifer
756,2,North Pacific Alpine and Subalpine Dry Grassland,Grassland
757,2,North Pacific Wooded Volcanic Flowage,Conifer
758,2,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer
759,2,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer
760,2,North Pacific Oak Woodland,Hardwood
761,2,California Coastal Redwood Forest,Conifer
762,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Conifer
763,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Conifer
764,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer
765,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer
766,2,Mediterranean California Mixed Oak Woodland,Hardwood
767,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer
768,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer
769,2,Mediterranean California Red Fir Forest,Conifer
770,2,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,Conifer
771,2,North Pacific Hypermaritime Sitka Spruce Forest,Conifer
772,2,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer
773,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer
775,2,East Cascades Oak-Ponderosa Pine Forest and Woodland,Conifer
776,2,North Pacific Broadleaf Landslide Forest and Shrubland,Hardwood
777,2,Willamette Valley Upland Prairie and Savanna,Hardwood
778,2,Northern California Coastal Scrub,Shrubland
779,2,California Northern Coastal Grassland,Grassland
780,2,California Montane Riparian Systems,Riparian
781,2,North Pacific Lowland Riparian Forest and Shrubland,Riparian
782,2,North Pacific Swamp Systems,Riparian
783,2,North Pacific Montane Riparian Woodland and Shrubland-Wet,Riparian
784,2,North Pacific Montane Riparian Woodland and Shrubland-Dry,Riparian
785,2,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Conifer
786,2,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer
787,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse
788,2,Mediterranean California Sparsely Vegetated Systems,Sparse
789,2,North Pacific Sparsely Vegetated Systems,Sparse
790,2,North Pacific Oak Woodland,Hardwood
791,2,Rocky Mountain Aspen Forest and Woodland,Hardwood
792,2,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
